weight,age,height,size
56,37,162.56,8
70,26,165.1,18
68,47,172.72,18
61,24,160.02,8
61,40,175.26,12
54,32,162.56,8
76,34,170.18,18
47,28,154.94,6
54,47,165.1,8
72,37,167.64,18
62,31,157.48,12
72,32,167.64,18
52,51,167.64,8
52,30,162.56,2
61,33,167.64,8
61,43,167.64,12
49,26,170.18,6
61,36,172.72,6
61,26,177.8,8
52,27,152.4,8
58,45,160.02,14
57,27,172.72,6
79,32,170.18,18
81,27,167.64,18
77,30,165.1,18
59,26,162.56,12
77,28,170.18,18
50,47,157.48,6
54,22,170.18,8
74,48,177.8,14
72,26,167.64,18
54,33,160.02,6
63,52,162.56,18
58,27,167.64,6
70,55,165.1,18
65,51,175.26,18
72,39,152.4,18
56,58,154.94,12
62,29,162.56,8
71,30,170.18,18
58,34,160.02,8
74,28,170.18,18
54,33,165.1,6
58,34,170.18,6
63,46,160.02,18
53,34,167.64,2
58,34,160.02,6
72,31,165.1,14
45,35,162.56,8
49,31,162.56,2
63,42,170.18,14
49,39,160.02,2
68,28,160.02,18
58,38,172.72,8
61,32,160.02,14
61,36,160.02,12
62,49,172.72,12
47,37,162.56,2
70,45,165.1,12
79,55,165.1,18
72,31,167.64,14
70,40,175.26,18
62,39,167.64,12
49,21,165.1,2
45,37,152.4,2
65,30,160.02,14
58,45,165.1,8
65,32,165.1,14
68,45,172.72,14
53,26,160.02,6
63,38,162.56,14
57,33,157.48,8
68,30,170.18,14
62,32,170.18,6
65,31,160.02,18
53,29,162.56,6
60,54,160.02,12
68,30,172.72,14
86,37,172.72,18
52,29,157.48,2
61,33,157.48,14
58,26,167.64,8
52,37,170.18,6
66,31,172.72,14
55,29,165.1,6
74,33,172.72,18
49,33,157.48,6
68,38,170.18,6
63,41,165.1,12
52,31,157.48,6
62,31,152.4,12
52,26,162.56,6
52,30,165.1,2
65,38,160.02,18
56,23,175.26,6
59,30,175.26,6
66,56,170.18,14
55,27,170.18,8
56,27,165.1,8
58,52,172.72,8
74,52,177.8,18
63,45,165.1,18
61,27,172.72,14
56,37,157.48,8
61,25,160.02,8
68,30,177.8,8
58,35,170.18,6
54,30,157.48,6
76,32,180.34,18
56,30,162.56,6
65,38,170.18,14
53,40,162.56,8
68,35,152.4,14
54,29,152.4,6
72,20,185.42,14
54,31,162.56,6
65,37,165.1,14
49,30,162.56,6
56,31,160.02,8
74,33,175.26,14
52,34,162.56,6
54,33,167.64,8
51,29,167.64,8
54,51,162.56,12
61,44,165.1,14
61,36,167.64,8
68,36,175.26,18
52,30,154.94,2
76,51,167.64,18
63,36,170.18,8
61,58,165.1,14
68,24,149.86,16
53,28,160.02,2
58,30,162.56,8
56,27,162.56,8
56,45,160.02,6
54,34,157.48,12
58,26,154.94,14
70,39,165.1,18
56,31,165.1,8
61,37,167.64,14
61,29,162.56,8
63,28,175.26,12
68,28,172.72,12
50,28,154.94,6
60,36,175.26,8
59,45,172.72,14
63,34,154.94,14
58,46,162.56,12
74,33,160.02,18
61,29,167.64,18
85,38,177.8,18
67,36,175.26,14
70,33,165.1,14
56,37,167.64,8
55,34,162.56,12
61,28,162.56,12
63,44,172.72,14
58,41,167.64,8
73,48,165.1,18
74,26,175.26,14
72,32,180.34,12
58,23,170.18,8
52,31,154.94,6
58,53,165.1,12
52,30,160.02,6
58,35,175.26,8
53,31,162.56,2
58,32,167.64,6
53,31,157.48,6
73,30,167.64,18
99,38,165.1,18
65,35,170.18,14
56,21,157.48,8
58,29,165.1,8
58,25,157.48,14
61,24,162.56,14
65,31,177.8,14
54,27,160.02,12
77,46,167.64,18
58,23,160.02,6
56,54,172.72,14
48,28,162.56,2
65,31,165.1,18
61,28,162.56,12
60,27,162.56,8
58,28,172.72,8
95,24,175.26,18
65,26,167.64,12
52,25,147.32,6
68,31,172.72,18
43,40,154.94,2
54,26,162.56,8
63,30,172.72,14
79,52,154.94,18
68,24,160.02,14
77,31,170.18,18
70,27,167.64,14
66,23,175.26,8
71,40,165.1,14
72,27,165.1,18
65,30,162.56,8
63,31,172.72,12
95,38,160.02,18
77,33,162.56,14
47,27,162.56,2
61,29,165.1,18
65,42,170.18,14
62,27,170.18,8
62,29,165.1,12
70,39,167.64,14
45,34,152.4,6
53,38,157.48,6
74,28,177.8,18
61,26,157.48,14
58,38,162.56,8
56,24,160.02,8
52,29,157.48,6
70,27,177.8,14
58,28,157.48,6
58,27,170.18,8
56,29,160.02,6
56,25,152.4,8
72,33,170.18,18
83,36,170.18,18
70,48,175.26,18
64,34,157.48,18
56,31,165.1,8
58,27,165.1,8
63,34,160.02,6
52,47,177.8,6
68,28,177.8,12
65,26,162.56,8
61,28,165.1,14
68,34,167.64,14
55,32,167.64,14
56,36,160.02,6
56,29,154.94,8
54,28,160.02,8
54,27,162.56,6
63,36,170.18,14
53,29,165.1,6
58,35,162.56,14
65,31,160.02,12
68,27,177.8,8
41,25,147.32,2
58,42,165.1,6
63,50,177.8,14
61,28,162.56,14
63,34,162.56,8
59,40,170.18,8
56,33,162.56,8
54,27,170.18,8
68,33,172.72,12
49,28,157.48,8
48,48,157.48,2
56,37,177.8,8
74,35,180.34,18
56,32,157.48,12
56,36,157.48,8
68,26,167.64,18
68,32,177.8,12
58,29,165.1,8
68,45,157.48,12
70,27,177.8,14
52,72,157.48,14
70,31,165.1,14
67,33,170.18,12
63,34,170.18,14
53,22,167.64,6
58,28,165.1,8
56,35,154.94,12
54,26,175.26,6
54,34,167.64,6
58,37,160.02,8
71,31,170.18,8
56,42,162.56,8
54,32,162.56,8
56,27,167.64,6
47,29,157.48,2
45,37,152.4,2
60,33,157.48,6
58,36,154.94,8
54,26,170.18,2
52,30,157.48,8
56,46,162.56,2
58,29,167.64,6
61,29,165.1,8
83,37,154.94,18
58,39,162.56,14
54,31,165.1,8
77,36,160.02,18
47,32,162.56,6
63,35,160.02,12
51,32,165.1,6
61,29,167.64,14
56,34,170.18,8
49,26,165.1,8
58,40,170.18,6
62,42,165.1,8
52,25,152.4,8
61,39,175.26,6
61,70,165.1,18
76,34,160.02,18
52,28,162.56,2
68,30,165.1,14
95,43,172.72,18
52,36,162.56,2
67,26,177.8,14
70,28,175.26,14
54,24,160.02,8
61,39,160.02,12
50,32,154.94,6
71,34,162.56,14
70,29,170.18,12
59,33,167.64,8
63,27,167.64,12
47,23,154.94,2
61,33,162.56,8
51,50,167.64,2
47,29,157.48,2
58,31,154.94,12
54,31,162.56,2
52,40,172.72,6
63,27,170.18,8
54,47,167.64,8
58,31,165.1,8
54,41,162.56,6
72,53,165.1,18
53,39,162.56,6
61,35,177.8,8
56,34,154.94,12
72,26,172.72,18
74,44,170.18,18
61,31,170.18,8
56,28,172.72,8
64,25,175.26,14
56,28,157.48,6
68,27,177.8,12
45,27,165.1,2
65,36,167.64,14
65,29,162.56,14
83,51,172.72,18
50,32,160.02,6
72,25,167.64,18
68,38,172.72,18
78,35,165.1,18
49,27,167.64,2
99,33,162.56,18
47,23,157.48,2
58,26,157.48,8
60,27,167.64,14
54,47,152.4,8
52,33,157.48,8
58,30,160.02,12
57,33,170.18,8
49,24,154.94,6
81,34,162.56,18
70,37,157.48,14
65,31,167.64,14
70,33,157.48,14
47,28,154.94,2
71,44,177.8,14
63,32,167.64,14
63,29,177.8,8
52,35,157.48,6
56,32,170.18,6
63,29,154.94,18
56,41,167.64,8
68,29,170.18,14
54,19,165.1,8
57,28,162.56,8
68,29,154.94,18
65,34,165.1,14
61,45,154.94,12
68,26,165.1,18
68,26,177.8,12
69,44,167.64,14
81,35,170.18,18
61,44,160.02,12
52,32,160.02,6
54,25,172.72,6
60,24,165.1,8
68,29,154.94,18
58,30,167.64,8
53,34,165.1,8
113,32,175.26,18
56,32,170.18,2
55,40,165.1,8
61,41,167.64,8
68,35,165.1,18
47,37,162.56,2
58,32,160.02,8
50,29,162.56,2
68,28,157.48,14
57,41,162.56,8
74,39,167.64,14
58,34,170.18,8
56,30,160.02,6
61,31,170.18,8
70,32,154.94,18
68,35,162.56,14
59,30,175.26,8
83,33,172.72,18
56,27,154.94,2
58,31,162.56,12
65,38,170.18,14
49,24,167.64,2
61,34,167.64,8
74,40,167.64,18
58,37,157.48,8
79,36,170.18,18
63,42,180.34,12
90,49,167.64,18
58,32,165.1,8
58,33,167.64,6
53,26,162.56,2
61,29,170.18,8
59,30,162.56,8
65,39,175.26,12
50,53,157.48,2
65,47,175.26,12
56,29,160.02,6
68,30,165.1,14
63,37,167.64,14
56,29,154.94,8
56,32,160.02,8
90,35,162.56,18
63,41,162.56,14
56,20,167.64,6
81,28,172.72,14
53,33,160.02,8
90,42,175.26,18
52,43,152.4,6
65,27,162.56,14
58,30,167.64,8
58,21,172.72,2
56,36,157.48,12
104,40,157.48,18
52,41,162.56,6
52,35,157.48,6
69,31,167.64,8
63,24,177.8,12
60,37,162.56,12
86,34,165.1,18
53,32,154.94,6
56,31,160.02,8
86,50,160.02,18
53,37,165.1,2
69,38,175.26,14
77,32,177.8,12
59,31,157.48,6
62,21,157.48,6
58,26,160.02,8
49,36,154.94,6
63,30,167.64,12
58,33,162.56,6
79,34,162.56,18
74,26,182.88,18
52,26,157.48,6
61,48,162.56,8
50,29,162.56,2
54,32,162.56,8
65,38,167.64,14
52,47,165.1,6
58,20,160.02,8
56,33,165.1,8
58,23,160.02,6
56,29,154.94,8
54,29,157.48,6
72,30,172.72,14
56,32,152.4,8
56,32,162.56,6
56,43,165.1,14
81,37,175.26,18
58,25,167.64,8
58,35,160.02,8
49,27,157.48,2
83,27,170.18,18
68,22,182.88,12
61,31,162.56,8
61,19,170.18,8
47,28,152.4,2
58,30,160.02,12
58,27,172.72,8
74,30,182.88,14
47,47,165.1,6
61,30,165.1,8
56,41,162.56,8
65,29,175.26,8
56,44,170.18,8
65,35,162.56,14
65,58,160.02,18
68,39,162.56,18
77,34,182.88,18
63,38,152.4,14
58,27,167.64,8
61,31,167.64,6
53,31,167.64,2
54,38,167.64,2
95,24,175.26,18
90,30,172.72,18
88,36,177.8,18
62,24,177.8,8
61,27,152.4,18
65,26,162.56,14
61,38,172.72,14
58,29,165.1,12
53,29,162.56,6
58,29,172.72,8
68,31,172.72,18
47,34,160.02,6
79,35,172.72,18
65,26,172.72,8
65,24,165.1,14
56,31,162.56,8
54,32,162.56,2
83,28,162.56,8
56,29,160.02,8
61,30,172.72,6
63,38,167.64,8
89,30,162.56,18
81,31,172.72,14
86,36,167.64,18
58,35,167.64,8
54,29,152.4,6
47,31,165.1,6
61,45,162.56,8
59,40,160.02,14
56,46,162.56,8
68,40,175.26,14
54,31,157.48,8
55,35,162.56,6
51,36,162.56,6
54,27,154.94,8
63,32,165.1,18
65,36,165.1,12
58,27,175.26,12
71,28,162.56,14
45,31,157.48,2
56,36,165.1,8
56,28,172.72,6
63,62,165.1,8
52,30,170.18,2
55,31,157.48,6
58,29,149.86,8
70,31,177.8,12
70,31,172.72,14
63,29,154.94,14
58,37,167.64,8
65,24,177.8,8
58,33,167.64,6
68,29,172.72,14
89,35,170.18,18
74,68,175.26,18
68,49,170.18,14
54,34,172.72,6
65,35,177.8,8
70,27,154.94,18
63,24,170.18,12
65,34,167.64,14
58,24,172.72,8
68,35,162.56,18
52,28,154.94,6
86,35,165.1,18
61,31,170.18,12
49,30,160.02,2
63,34,167.64,14
63,38,167.64,8
61,29,162.56,8
65,29,172.72,12
75,38,182.88,14
47,32,162.56,6
63,55,167.64,18
61,59,172.72,14
61,40,154.94,14
61,29,180.34,8
49,48,162.56,2
61,30,162.56,8
74,37,170.18,14
56,36,170.18,8
54,33,167.64,8
58,26,162.56,6
58,49,162.56,14
77,54,157.48,18
55,28,157.48,6
58,30,162.56,12
66,42,162.56,18
54,31,152.4,8
58,41,162.56,8
65,27,182.88,12
54,26,165.1,8
63,28,175.26,14
61,27,172.72,12
53,28,154.94,8
68,25,172.72,14
56,41,170.18,8
68,30,170.18,12
63,39,175.26,12
58,30,162.56,8
53,28,160.02,2
48,34,154.94,2
68,44,170.18,14
61,34,165.1,8
90,34,167.64,18
61,28,162.56,14
52,27,154.94,6
65,32,162.56,12
56,30,167.64,8
72,38,162.56,18
72,32,162.56,18
53,35,165.1,6
45,40,157.48,2
54,36,162.56,2
54,26,157.48,6
61,26,165.1,8
61,29,170.18,8
54,29,152.4,6
54,24,154.94,2
56,37,160.02,8
62,43,165.1,12
49,31,154.94,2
65,33,157.48,14
58,41,157.48,12
56,20,165.1,6
56,33,160.02,8
61,49,177.8,18
52,30,165.1,6
52,32,157.48,8
68,46,162.56,18
57,33,162.56,12
56,28,162.56,8
70,33,162.56,18
56,28,157.48,12
68,31,172.72,12
53,38,160.02,6
54,37,167.64,8
52,30,162.56,6
61,43,170.18,12
44,33,152.4,2
54,24,165.1,6
61,30,167.64,12
50,33,152.4,6
52,36,162.56,6
56,47,157.48,8
49,54,160.02,2
64,33,175.26,8
74,35,175.26,14
70,23,170.18,8
54,29,170.18,8
81,37,162.56,18
61,31,170.18,8
60,36,172.72,12
58,24,170.18,8
48,28,157.48,2
84,44,172.72,18
61,31,180.34,6
51,26,167.64,6
61,37,167.64,8
83,26,162.56,18
65,61,162.56,18
63,33,165.1,14
57,26,167.64,8
50,46,157.48,6
48,26,162.56,6
58,34,162.56,18
58,35,172.72,6
63,56,162.56,14
102,32,162.56,18
48,31,154.94,6
52,29,165.1,2
52,31,167.64,2
86,40,162.56,18
54,39,157.48,6
61,30,162.56,8
70,33,167.64,14
79,38,172.72,18
58,27,154.94,6
63,33,160.02,6
74,69,162.56,18
62,25,167.64,14
58,32,167.64,8
58,28,160.02,8
81,40,167.64,18
47,31,149.86,2
68,43,172.72,14
72,41,160.02,18
53,35,154.94,8
58,40,167.64,18
41,33,149.86,6
49,25,162.56,2
58,46,160.02,8
52,38,165.1,6
54,33,165.1,6
68,48,167.64,14
77,28,170.18,18
81,29,157.48,18
54,27,167.64,8
63,51,167.64,12
52,28,167.64,6
63,40,162.56,14
56,36,165.1,8
63,37,170.18,12
63,29,167.64,8
68,45,175.26,14
68,43,162.56,12
52,30,154.94,8
47,28,157.48,2
56,28,154.94,12
65,47,160.02,18
48,30,152.4,6
78,34,167.64,18
72,33,167.64,8
61,43,172.72,6
54,28,170.18,6
68,24,170.18,8
58,41,165.1,8
56,31,162.56,6
68,32,165.1,12
45,33,160.02,2
61,46,167.64,8
53,28,167.64,8
51,34,154.94,8
61,30,170.18,8
72,39,172.72,14
60,42,170.18,8
61,33,162.56,14
68,27,182.88,6
65,34,170.18,14
87,46,172.72,18
55,33,162.56,6
56,28,165.1,6
67,57,180.34,14
52,28,154.94,6
70,24,160.02,14
58,47,165.1,18
72,26,165.1,18
61,31,167.64,8
70,37,177.8,18
56,33,162.56,8
63,30,177.8,8
49,31,162.56,6
66,36,162.56,8
72,32,172.72,14
66,27,160.02,8
62,32,167.64,6
47,40,165.1,2
53,32,162.56,8
55,26,170.18,6
63,36,165.1,12
81,39,175.26,18
57,30,165.1,8
58,35,165.1,6
58,31,167.64,8
63,47,167.64,12
54,22,165.1,8
70,29,170.18,14
64,28,177.8,14
54,41,162.56,6
54,25,157.48,2
56,20,162.56,6
81,31,187.96,18
58,20,152.4,14
54,32,160.02,2
79,33,167.64,14
68,33,152.4,18
77,27,172.72,18
56,35,157.48,8
90,28,177.8,18
72,28,165.1,14
49,34,167.64,2
49,24,167.64,6
63,41,165.1,18
56,31,165.1,2
72,24,182.88,12
58,62,160.02,8
55,26,170.18,8
58,41,152.4,8
74,35,175.26,14
70,37,167.64,14
57,28,170.18,8
55,43,160.02,6
56,46,162.56,8
56,53,162.56,6
68,31,160.02,14
56,28,154.94,8
61,27,165.1,18
63,30,160.02,6
56,44,154.94,8
44,26,149.86,2
77,35,162.56,14
63,35,157.48,18
76,43,172.72,18
55,31,170.18,8
61,32,172.72,6
71,42,170.18,14
58,52,177.8,6
52,47,157.48,8
52,29,165.1,6
90,39,167.64,18
53,32,167.64,6
52,31,162.56,8
63,26,152.4,18
58,32,180.34,8
63,28,175.26,14
70,27,175.26,14
58,50,160.02,8
70,32,165.1,18
63,31,170.18,12
61,30,165.1,6
52,32,167.64,2
54,29,160.02,6
68,30,170.18,14
56,32,162.56,8
58,30,175.26,8
63,27,154.94,14
63,28,175.26,12
68,35,172.72,14
63,30,167.64,8
58,20,157.48,8
53,45,154.94,8
68,35,165.1,14
56,33,167.64,12
79,34,182.88,18
58,27,170.18,8
58,35,167.64,12
56,41,162.56,6
65,28,162.56,8
58,17,162.56,8
86,30,177.8,18
81,31,172.72,14
58,32,165.1,6
61,28,165.1,8
54,48,157.48,8
56,30,172.72,8
58,50,167.64,8
62,31,160.02,14
45,28,157.48,2
52,30,160.02,2
56,33,167.64,6
49,24,152.4,2
81,38,165.1,18
56,31,160.02,12
68,36,175.26,14
65,37,165.1,12
60,30,160.02,12
54,33,160.02,8
49,26,162.56,6
72,44,175.26,18
48,39,154.94,6
104,35,165.1,18
53,48,154.94,8
68,21,177.8,14
58,38,162.56,12
49,30,162.56,2
59,45,167.64,8
50,27,160.02,6
62,40,170.18,18
49,37,160.02,2
58,33,167.64,8
57,47,157.48,8
49,33,162.56,2
56,44,162.56,8
54,31,162.56,6
55,38,175.26,6
61,29,162.56,12
62,34,170.18,8
74,38,165.1,18
65,33,175.26,14
63,51,160.02,14
52,21,170.18,2
56,42,162.56,8
62,32,170.18,8
58,35,177.8,12
56,34,167.64,8
58,43,162.56,8
54,31,162.56,6
63,23,175.26,8
61,38,162.56,14
56,34,180.34,8
56,30,172.72,6
56,25,157.48,8
47,27,154.94,6
68,31,172.72,14
56,34,160.02,14
68,34,162.56,14
56,30,167.64,12
83,32,177.8,18
68,36,162.56,18
72,30,165.1,18
70,75,175.26,18
56,28,160.02,6
58,21,157.48,12
70,31,165.1,14
65,51,167.64,18
72,30,167.64,18
52,26,165.1,2
56,44,162.56,8
72,30,167.64,18
61,35,167.64,8
58,34,172.72,8
61,35,162.56,12
52,44,160.02,12
81,54,154.94,12
54,31,162.56,8
53,34,160.02,6
49,91,160.02,8
70,33,165.1,18
72,38,180.34,8
74,28,180.34,18
65,30,175.26,12
54,18,167.64,6
79,25,175.26,18
56,29,162.56,8
72,32,162.56,12
58,43,175.26,12
95,28,167.64,18
58,39,175.26,8
63,30,160.02,8
83,25,170.18,18
63,31,157.48,18
54,32,172.72,12
58,26,165.1,8
74,28,167.64,12
52,21,167.64,2
45,30,162.56,2
52,28,172.72,6
117,39,177.8,18
56,27,162.56,6
68,32,165.1,14
61,29,165.1,14
77,26,177.8,14
65,30,175.26,12
60,36,172.72,14
58,40,170.18,8
72,44,175.26,14
49,31,157.48,6
71,34,160.02,18
56,34,160.02,6
55,31,152.4,8
64,30,167.64,14
53,40,162.56,6
68,35,170.18,14
56,29,157.48,2
64,38,162.56,12
56,33,162.56,8
52,35,152.4,2
58,29,162.56,8
66,45,167.64,14
61,31,177.8,8
54,51,162.56,6
65,38,162.56,14
56,28,167.64,8
68,46,172.72,14
62,27,167.64,8
72,36,170.18,18
54,34,167.64,6
54,25,162.56,6
70,53,170.18,18
64,53,157.48,14
62,34,165.1,8
63,38,165.1,14
48,29,157.48,6
63,31,165.1,8
54,38,152.4,6
77,44,177.8,18
54,32,170.18,2
72,38,175.26,14
61,49,170.18,14
70,23,160.02,18
68,29,170.18,18
65,38,172.72,14
63,26,167.64,14
65,55,172.72,18
63,36,175.26,8
71,29,170.18,8
70,49,182.88,14
65,32,162.56,8
61,31,157.48,8
57,33,152.4,8
70,38,160.02,18
63,29,170.18,12
63,30,157.48,8
56,29,167.64,8
47,36,170.18,6
77,29,167.64,18
50,40,162.56,2
56,27,167.64,6
54,28,162.56,8
68,38,165.1,14
63,37,170.18,12
58,25,167.64,8
65,28,180.34,14
58,32,172.72,12
68,31,172.72,14
61,27,167.64,12
52,35,167.64,6
63,28,177.8,14
58,40,175.26,14
77,29,180.34,18
54,31,157.48,8
63,38,162.56,14
68,24,172.72,18
70,38,175.26,14
56,29,170.18,8
63,48,175.26,18
70,30,167.64,14
68,28,165.1,18
61,31,172.72,8
61,32,172.72,8
70,36,167.64,18
77,43,172.72,14
46,29,165.1,2
63,56,160.02,14
77,44,175.26,18
49,29,157.48,2
65,30,175.26,12
68,41,172.72,18
56,37,167.64,6
56,32,175.26,6
68,36,157.48,18
61,35,167.64,14
52,30,154.94,6
62,32,167.64,14
65,31,162.56,12
99,39,167.64,18
61,21,175.26,8
61,36,157.48,14
56,33,162.56,6
61,33,172.72,8
65,27,170.18,8
65,25,167.64,12
86,26,177.8,18
62,40,172.72,12
58,31,172.72,14
70,37,177.8,18
52,29,165.1,6
77,28,172.72,18
60,28,165.1,8
45,53,160.02,2
61,30,157.48,14
79,40,167.64,18
49,31,157.48,2
74,30,172.72,18
64,55,167.64,14
61,28,167.64,8
58,29,162.56,18
69,22,167.64,12
56,27,165.1,14
65,31,157.48,14
61,35,170.18,8
68,26,165.1,14
49,26,165.1,8
104,25,172.72,18
49,30,160.02,6
103,38,172.72,18
54,43,157.48,6
61,27,167.64,8
58,41,165.1,8
67,48,175.26,18
71,34,170.18,14
70,48,175.26,18
83,38,172.72,18
76,33,170.18,18
72,32,172.72,14
72,41,160.02,18
54,27,157.48,8
61,36,167.64,14
56,30,160.02,8
49,46,167.64,6
74,37,170.18,18
56,36,165.1,6
63,34,175.26,8
54,39,167.64,8
62,49,165.1,8
47,29,160.02,2
68,35,170.18,18
61,31,175.26,8
46,48,152.4,6
72,32,162.56,18
58,59,160.02,8
90,33,177.8,18
61,33,162.56,14
58,32,172.72,8
58,27,167.64,12
53,40,154.94,6
55,26,170.18,6
61,40,177.8,12
51,34,154.94,6
72,30,167.64,18
58,49,165.1,14
68,35,170.18,12
53,36,157.48,2
55,26,165.1,2
65,22,170.18,8
65,37,175.26,14
56,27,160.02,6
58,26,160.02,8
70,35,172.72,14
52,45,162.56,8
59,35,162.56,12
61,37,165.1,8
57,28,170.18,8
72,30,175.26,14
63,33,167.64,8
49,91,160.02,2
63,37,172.72,12
56,33,167.64,8
53,43,162.56,2
56,28,167.64,8
56,52,165.1,8
58,36,170.18,14
54,32,172.72,6
56,39,162.56,12
47,31,152.4,6
68,45,172.72,12
74,44,167.64,18
68,31,167.64,12
48,23,165.1,6
61,38,165.1,8
61,31,165.1,8
61,31,170.18,12
81,36,185.42,18
53,40,162.56,6
72,33,154.94,12
68,36,177.8,8
64,33,185.42,12
58,32,160.02,8
61,35,167.64,8
83,31,170.18,18
56,26,160.02,6
54,33,162.56,6
54,36,160.02,6
62,33,175.26,12
68,36,160.02,18
56,23,162.56,8
58,36,162.56,12
58,32,175.26,14
68,29,165.1,12
72,54,165.1,14
57,49,162.56,8
72,34,175.26,18
57,38,162.56,8
65,30,165.1,12
72,41,170.18,18
58,30,165.1,8
58,46,167.64,8
79,31,172.72,18
57,30,172.72,6
61,32,165.1,12
56,44,154.94,6
61,50,157.48,14
58,29,154.94,14
74,25,177.8,18
43,26,154.94,2
56,29,162.56,6
56,46,162.56,8
55,29,170.18,6
48,55,157.48,2
61,34,172.72,12
61,40,170.18,14
58,34,175.26,6
54,30,162.56,6
79,27,160.02,18
70,37,167.64,18
65,34,165.1,14
56,51,162.56,8
74,38,167.64,18
63,26,172.72,12
58,33,162.56,6
63,32,160.02,18
54,60,162.56,14
53,57,170.18,8
56,32,160.02,14
52,29,162.56,2
55,28,165.1,2
72,47,180.34,18
57,53,170.18,6
72,24,170.18,14
58,31,167.64,8
58,30,180.34,6
56,31,157.48,8
52,29,165.1,2
115,33,154.94,18
45,30,160.02,6
77,34,160.02,18
47,33,157.48,6
49,48,154.94,6
58,34,162.56,14
58,31,157.48,14
68,28,175.26,8
68,31,172.72,14
56,25,157.48,8
71,27,167.64,14
58,32,170.18,6
63,36,167.64,12
47,30,157.48,2
48,33,157.48,2
47,36,162.56,2
68,30,172.72,14
58,29,170.18,8
56,26,165.1,8
63,31,167.64,12
47,31,152.4,6
54,30,160.02,6
68,34,165.1,12
65,29,170.18,18
67,35,175.26,14
50,41,162.56,6
64,36,157.48,18
73,40,182.88,18
50,31,157.48,2
52,41,154.94,6
58,32,157.48,8
65,21,160.02,14
74,31,175.26,14
56,39,160.02,8
61,43,177.8,8
74,39,167.64,14
52,44,154.94,2
68,53,170.18,18
49,28,160.02,8
56,33,157.48,6
52,29,167.64,2
79,45,167.64,18
64,54,167.64,12
65,42,167.64,12
63,40,162.56,14
54,31,162.56,6
71,60,165.1,18
61,28,160.02,12
61,38,165.1,14
47,32,154.94,6
64,54,172.72,14
65,42,175.26,12
56,41,157.48,8
57,42,170.18,8
104,31,157.48,18
54,27,160.02,6
58,24,157.48,12
90,33,177.8,18
58,30,165.1,6
70,31,160.02,12
49,60,149.86,6
56,33,160.02,8
56,33,167.64,8
65,28,172.72,8
54,35,170.18,8
70,44,160.02,18
73,42,170.18,2
81,27,162.56,18
65,37,160.02,18
63,41,175.26,14
61,38,162.56,12
61,29,165.1,8
86,29,175.26,18
61,31,154.94,12
68,53,175.26,18
56,31,172.72,8
68,43,165.1,18
53,29,162.56,2
72,37,180.34,14
64,58,165.1,14
65,31,170.18,12
86,29,177.8,18
63,31,167.64,14
61,36,175.26,8
40,28,160.02,2
65,30,170.18,8
62,39,177.8,12
52,41,157.48,2
52,32,165.1,6
56,33,149.86,14
63,33,175.26,12
58,51,165.1,8
56,37,165.1,8
48,35,170.18,2
58,31,162.56,8
68,52,175.26,18
65,28,165.1,14
68,30,170.18,14
53,32,160.02,8
63,44,172.72,14
54,24,149.86,6
58,31,170.18,8
70,21,177.8,12
63,25,177.8,8
59,30,165.1,6
61,48,170.18,12
61,41,175.26,12
61,27,162.56,8
63,25,165.1,8
52,25,162.56,6
54,33,157.48,6
61,36,152.4,14
61,38,160.02,12
61,37,167.64,14
52,52,167.64,6
63,32,167.64,12
61,34,162.56,8
45,34,152.4,2
58,31,170.18,8
62,26,165.1,14
55,32,165.1,6
57,35,175.26,6
54,35,154.94,8
58,32,172.72,6
61,29,167.64,8
63,44,170.18,12
68,42,180.34,12
74,31,167.64,14
63,34,172.72,14
56,54,160.02,8
52,34,167.64,6
57,32,177.8,8
52,47,167.64,6
77,35,170.18,14
53,40,162.56,14
53,26,160.02,8
52,29,170.18,6
61,19,165.1,8
53,35,162.56,2
64,58,167.64,18
61,27,177.8,8
57,38,162.56,8
74,33,160.02,12
68,31,160.02,14
68,33,165.1,18
76,33,172.72,18
71,21,175.26,8
47,30,154.94,2
61,28,157.48,2
62,24,175.26,8
58,32,172.72,8
50,33,157.48,6
58,45,172.72,8
56,40,160.02,8
56,33,162.56,6
68,31,162.56,18
70,29,170.18,14
52,38,162.56,6
65,56,167.64,18
68,35,162.56,14
102,38,175.26,18
63,28,167.64,12
56,38,167.64,8
60,39,170.18,12
53,24,170.18,6
68,41,162.56,14
63,29,167.64,8
49,23,154.94,8
74,28,162.56,18
63,40,170.18,18
86,32,180.34,18
77,35,170.18,18
53,31,162.56,6
63,31,165.1,12
47,30,157.48,2
48,29,162.56,2
47,27,157.48,2
61,31,170.18,8
65,35,154.94,14
61,32,157.48,12
58,35,167.64,8
56,30,172.72,2
57,27,165.1,6
52,41,160.02,8
65,36,170.18,8
77,48,182.88,18
72,37,172.72,18
56,30,167.64,8
58,27,162.56,12
63,40,162.56,14
59,48,167.64,12
63,37,162.56,12
54,31,170.18,8
64,44,170.18,14
68,31,172.72,18
77,41,167.64,18
63,29,157.48,12
58,28,172.72,6
63,31,177.8,12
90,41,172.72,18
56,25,167.64,8
56,60,162.56,8
58,32,165.1,12
47,31,162.56,2
70,39,167.64,18
54,37,180.34,2
65,32,162.56,12
56,31,165.1,8
49,28,170.18,2
68,35,167.64,12
55,53,170.18,8
52,31,175.26,8
67,41,165.1,14
63,34,180.34,12
54,32,165.1,2
65,34,172.72,14
